Report Date:,08/11/2025 19:45:39
Report User Name:,Bryce
Report Computer Name:,DESKTOP-9S7IEBK
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Arizona.Creek.Baro_2025-08-11_19-45-18-131.wsl
Create Date,08/11/2025 19:45:15

Device Properties
Device,Rugged BaroTROLL
Site,Default Site
Device Name, 
Serial Number,1126822
Firmware Version,1.05
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Arizona.Creek.Baro
,Created By,Bryce
,Computer Name,DESKTOP-9S7IEBK
,Application,WinSitu.exe
,Application Version,5.7.8.0
,Create Date,08/20/2024 07:28:44 Mountain Daylight Time
,Log Setup Time Zone,Mountain Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,08/20/2024 08:00:00 Mountain Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
08/20/2024 07:28:54,Used Battery: 0% Used Memory: 3%   User Name: Bryce
08/11/2025 19:40:36,Log Download - Used Battery: 7% Used Memory: 28%   User Name: Bryce


Log Data:
Record Count,34223

Sensors,1

 ,1,1126822,Baro-Pressure/Temp

Time Zone: Mountain Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
08/24/2024 03:30:00,  329400.001,                                   0.791,                                   7.156,
08/24/2024 03:45:00,  330300.001,                                   0.791,                                   7.156,
08/24/2024 04:00:00,  331200.001,                                   0.791,                                   6.997,
08/24/2024 04:15:00,  332100.001,                                   0.791,                                   6.944,
08/24/2024 04:30:00,  333000.001,                                   0.791,                                   6.837,
08/24/2024 04:45:00,  333900.001,                                   0.791,                                   6.678,
08/24/2024 05:00:00,  334800.001,                                   0.791,                                   6.572,
08/24/2024 05:15:00,  335700.001,                                   0.791,                                   6.413,
08/24/2024 05:30:00,  336600.001,                                   0.792,                                   6.360,
08/24/2024 05:45:00,  337500.001,                                   0.792,                                   6.200,
08/24/2024 06:00:00,  338400.001,                                   0.792,                                   5.934,
08/24/2024 06:15:00,  339300.001,                                   0.792,                                   5.881,
08/24/2024 06:30:00,  340200.001,                                   0.793,                                   5.827,
08/24/2024 06:45:00,  341100.001,                                   0.792,                                   5.667,
08/24/2024 07:00:00,  342000.001,                                   0.792,                                   5.614,
08/24/2024 07:15:00,  342900.001,                                   0.792,                                   5.614,
08/24/2024 07:30:00,  343800.001,                                   0.792,                                   5.561,
